Employee_ID,Gender,Age,Days_off,Rotations,Satis_leader,Satis_team,Emails,Tenure,Bonus,Distance,Kids,Overtime,Marital_status,Department,Churn_risk
1004322,male,29,3,1,0.638297872,0.64,37,12.82191781,0.182,3.24,0,11.3,together,sales,medium
1004323,male,32,6,1,1.063829787,0.912,35,22.79452055,0.73,3.57,1,10.2,together,finances,low
1004324,female,32,10,0,0.288753799,1.312,9,2.520547945,0.585,3.39,0,9.05,together,sales,low
1004325,male,36,4,1,0.205167173,0.832,6,5.260273973,0.11,3.15,0,11.4,married,marketing,low
1004326,male,32,3,2,0.364741641,0.848,61,19.94520548,0.53,3.63,1,10.5,together,human resources,medium
1004327,male,28,7,1,0.167173252,0.8,24,18.52054795,0.27,3.15,1,9.5,together,finances,medium
1004328,male,32,5,1,1.139817629,0.736,45,19.61643836,0.583,3.2,0,9.3,together,computer services,low
1004329,male,30,5,1,2.477203647,0.608,43,14.57534247,0.924,3.26,0,8.8,together,computer services,low
1004330,female,27,20,2,0.303951368,0.624,15,9.643835616,0.357,3.66,1,11.5,together,finances,medium
1004331,male,36,3,1,1.170212766,0.752,21,10.73972603,0.51,2.94,0,9.6,married,sales,medium
1004332,male,34,3,1,2.3556231,0.8,25,14.79452055,0.84,2.9,0,8.7,together,marketing,medium
1004333,male,33,6,1,2.218844985,0.688,47,18.4109589,0.94,3.34,1,8.8,together,finances,medium
1004334,female,45,10,1,0.425531915,1.856,26,6.02739726,0.722,3.18,1,10.9,married,sales,low
1004335,male,28,4,1,1.838905775,0.56,54,14.79452055,0.481,3.21,0,10.7,together,finances,low
1004336,female,33,14,0,0.303951368,1.216,12,2.191780822,0.546,3.29,1,10.1,together,sales,low
1004337,male,32,5,1,2.340425532,0.832,81,21.69863014,0.86,3.2,1,9.4,together,finances,low
1004338,female,42,9,1,0.364741641,1.248,26,13.26027397,0.78,3.23,1,9.2,married,human resources,low
1004339,female,33,20,0,0.303951368,1.392,12,7.342465753,0.565,3.35,1,9.4,together,sales,low
1004340,female,47,8,1,0.37993921,1.088,41,5.917808219,0.754,3.38,1,10.5,married,marketing,medium
1004341,male,28,9,1,0.645896657,0.512,43,14.46575342,0.16,3.26,0,11.3,together,marketing,medium
1004342,male,33,4,1,2.203647416,0.816,48,17.09589041,0.947,3.35,1,9.1,together,sales,low
1004343,female,37,12,1,0.319148936,1.28,25,11.50684932,0.613,3.3,0,9.9,married,finances,low
1004344,female,31,17,0,0.303951368,1.6,20,6.246575342,0.598,3.6,1,11.7,together,finances,medium
1004345,male,31,5,1,1.23100304,0.832,48,21.5890411,0.558,3.19,0,9.5,together,sales,low
1004346,male,33,3,1,0.182370821,0.576,15,8,0.38,3.46,0,9.9,together,sales,low
1004347,male,25,6,1,0.182370821,0.464,25,10.19178082,-0.258,3.31,0,13.6,together,sales,medium
1004348,female,32,17,1,0.623100304,1.184,16,7.123287671,0.842,3.53,1,9.233333333,together,finances,medium
1004349,male,31,6,1,1.656534954,0.656,37,16,0.63,3.24,0,10,together,human resources,low
1004350,female,31,14,0,0.319148936,1.2,12,6.136986301,0.68,3.49,1,9.2,together,sales,low
1004351,female,40,8,1,0.94224924,1.248,25,4.602739726,0.53,3.24,1,12.6,married,sales,medium
1004352,male,31,4,1,2.249240122,0.8,31,21.36986301,0.942,2.95,1,8.8,together,finances,medium
1004353,male,30,7,1,0.957446809,0.624,37,15.67123288,0.44,3.19,1,10,together,accounting,medium
1004354,male,30,4,1,0.866261398,0.688,47,21.5890411,0.392,3.24,1,10.1,together,sales,medium
1004355,male,36,8,1,1.337386018,0.864,42,23.56164384,0.71,3.02,1,9.2,married,computer services,medium
1004356,male,27,6,1,0.227963526,0.416,31,12.49315068,-0.048,3.32,1,12.5,together,finances,medium
1004357,male,30,2,1,0.167173252,0.56,44,15.34246575,0.142,3.17,1,10.7,together,marketing,medium
1004358,female,32,11,0,0.258358663,1.344,18,3.835616438,0.68,3.44,1,10,together,marketing,medium
1004359,female,38,12,0,0.349544073,1.152,11,8,0.63,3.2,0,9.3,married,accounting,low
1004360,male,25,3,1,0.151975684,0.448,40,11.06849315,0.156,3.57,1,10.6,together,sales,medium
1004361,male,37,2,1,0.683890578,0.768,27,14.57534247,0.46,3.24,0,10.6,married,sales,medium
1004362,male,39,5,1,0.303951368,0.464,14,15.45205479,0.077,2.95,1,12.2,married,sales,medium
1004363,male,36,4,1,1.854103343,0.848,46,15.34246575,0.8,3.06,1,8.9,married,sales,medium
1004364,female,29,6,1,0.273556231,1.104,18,6.684931507,0.59,3.44,1,10.3,together,computer services,medium
1004365,male,30,,1,1.352583587,1.328,50,18.73972603,0.65,2.85,1,9,together,accounting,low
1004366,male,28,8,1,0.243161094,0.784,16,15.01369863,0.3,3.32,1,10.4,together,human resources,medium
1004367,male,29,3,1,0.167173252,0.912,21,8.98630137,0.1,3.32,0,10.9,together,finances,medium
1004368,male,31,8,1,0.607902736,0.608,17,10.73972603,0.018,3.25,1,13,together,accounting,medium
1004369,male,27,4,1,0.167173252,0.56,26,8.876712329,0.02,3.31,1,11.4,together,marketing,medium
1004370,male,33,3,1,0.151975684,1.664,20,5.917808219,0.057,3.19,1,11.5,together,computer services,medium
1004371,female,52,8,1,0.410334347,1.52,21,11.06849315,1.01,3.13,1,9.5,married,accounting,low
1004372,female,46,13,1,0.364741641,1.232,6,3.616438356,0.74,3.09,1,9.4,married,sales,low
1004373,female,23,8,0,0.319148936,0.768,16,4.602739726,0.154,3.71,1,14,together,sales,medium
1004374,male,31,4,1,0.813069909,0.464,43,11.61643836,0.112,2.93,0,11.5,together,marketing,medium
1004375,male,27,6,1,1.170212766,0.752,60,22.57534247,0.5,3.2,0,9.6,together,accounting,medium
1004376,male,29,6,1,1.990881459,0.736,55,22.35616438,0.745,3.16,0,9.6,together,sales,medium
1004377,female,60,6,2,0.395136778,1.52,9,3.068493151,0.94,3.2,1,10.8,married,human resources,medium
1004378,male,29,5,1,2.401215805,0.912,39,18.30136986,0.804,3.14,1,9.2,together,human resources,low
1004379,male,38,2,1,0.182370821,0.672,43,17.53424658,0.34,3.13,0,9.7,married,sales,medium
1004380,male,32,6,0,0.212765957,0.64,56,15.89041096,0.22,3.19,0,10,together,computer services,low
1004381,male,30,5,2,1.185410334,0.72,52,22.90410959,0.56,3.21,0,9.2,together,accounting,medium
1004382,male,35,7,1,1.717325228,0.736,87,24.21917808,0.84,3.01,0,9.2,together,marketing,low
1004383,male,32,3,1,0.197568389,0.544,32,10.73972603,0.058,3.02,1,11.3,together,human resources,medium
1004384,male,27,8,1,0.744680851,0.528,49,12.38356164,-0.034,3.26,1,13.1,together,sales,medium
1004385,male,28,5,1,2.537993921,0.624,49,18.84931507,0.985,3.4,0,9.4,together,sales,low
1004386,male,32,6,1,1.261398176,0.848,32,19.7260274,0.65,3.25,1,9.2,together,accounting,medium
1004387,male,32,6,1,0.243161094,0.512,23,14.02739726,0.17,3.37,0,11.7,together,sales,medium
1004388,male,34,5,1,1.139817629,0.768,29,16.65753425,0.62,3.1,1,9,together,finances,low
1004389,male,32,5,1,1.246200608,0.736,52,20.05479452,0.584,3.2,1,9.4,together,accounting,low
1004390,male,35,5,1,2.112462006,0.8,45,21.80821918,0.84,3.34,1,9.8,together,finances,medium
1004391,male,30,5,1,0.972644377,0.592,37,17.64383562,0.54,3.38,1,9.7,together,computer services,medium
1004392,male,23,5,1,0.167173252,0.544,49,17.31506849,-0.226,3.32,0,13.1,together,finances,medium
1004393,male,30,6,1,0.227963526,0.592,12,13.04109589,0.19,3.32,1,10.4,together,human resources,medium
1004394,male,33,4,1,0.212765957,0.64,14,6.904109589,-0.015,3.2,0,12,together,marketing,medium
1004395,male,31,11,0,0.47112462,0.72,28,10.08219178,0.4,3.12,0,9.1,together,marketing,medium
1004396,female,37,10,1,0.303951368,1.248,19,6.465753425,0.612,3.3,0,10.2,married,sales,low
1004397,male,25,9,0,0.197568389,0.576,11,8.109589041,0.082,3.48,1,11.2,together,computer services,low
1004398,male,30,5,1,1.565349544,0.672,54,15.34246575,0.67,3.23,0,9.2,together,accounting,low
1004399,male,32,4,1,0.273556231,0.336,17,8.767123288,-0.008,3.15,0,12.3,together,marketing,medium
1004400,male,27,4,1,0.212765957,0.496,12,8.438356164,0.05,3.25,0,10.9,together,sales,medium
1004401,male,26,5,0,0.212765957,0.544,18,14.79452055,0.174,3.32,0,10.2,together,computer services,medium
1004402,male,36,6,1,0.151975684,0.624,19,8.219178082,0.2,3.01,1,10.7,married,sales,low
1004403,male,29,3,1,0.212765957,0.352,38,10.95890411,0.099,3.42,1,11.4,together,computer services,medium
1004404,female,33,12,0,0.37993921,1.216,18,9.643835616,0.745,3.53,1,9.5,together,accounting,low
1004405,male,40,4,1,0.182370821,0.496,38,10.4109589,0.239,2.83,0,10.3,married,finances,low
1004406,female,29,10,0,0.288753799,0.896,15,3.726027397,0.396,3.48,1,11.5,together,finances,medium
1004407,female,29,10,0,0.288753799,0.896,15,3.726027397,0.396,3.48,1,11.5,together,finances,medium
1004408,male,29,4,1,0.683890578,0.576,81,17.20547945,0.28,3.05,1,10.7,together,sales,medium
1004409,male,35,4,2,1.656534954,0.72,38,14.57534247,0.78,3,0,8.7,together,accounting,low
1004410,female,34,7,1,0.273556231,1.184,17,2.630136986,0.419,3.24,1,11.4,together,human resources,high
1004411,male,33,6,1,1.03343465,0.88,44.5,25.64383562,0.72,3.49,1,10.2,together,accounting,medium
1004412,male,34,8,2,1.641337386,0.816,77,21.26027397,0.76,3.05,0,8.7,together,sales,low
1004413,female,40,10,1,0.288753799,1.76,20,14.90410959,0.72,2.93,2,9.9,married,accounting,medium
1004414,female,25,8,1,0.303951368,1.472,23,6.02739726,0.471,3.78,1,12.3,together,finances,medium
1004415,female,36,9,1,0.395136778,1.168,29,6.904109589,0.615,3.37,1,10.5,married,accounting,medium
1004416,male,32,3,1,0.243161094,0.752,34,14.46575342,0.14,3.16,0,11.4,together,computer services,low
1004417,male,36,6,1,0.243161094,0.448,32,12.93150685,0.01,3,0,12.1,married,marketing,medium
1004418,male,31,7,1,2.477203647,0.752,44,19.83561644,0.87,3.04,1,8.8,together,sales,low
1004419,male,30,6,1,0.364741641,0.224,34,9.753424658,0.008,3.24,1,12.5,together,finances,medium
1004420,male,27,6,1,0.410334347,0.784,25,16.76712329,0.067,3.44,1,12.2,together,computer services,medium
1004421,female,38,7,1,0.37993921,1.184,29,5.260273973,0.528,3.32,1,12.4,married,computer services,medium
1004422,female,57,9,1,0.212765957,1.2,3,0.657534247,0.69,3.13,1,10.4,married,human resources,low
1004423,female,33,15,0,0.303951368,1.296,13,5.917808219,0.66,3.39,1,9.8,together,sales,low
1004424,female,44,14,1,0.364741641,1.312,23,15.67123288,0.78,3.28,1,9.4,married,computer services,low
1004425,male,28,8,1,1.88449848,0.512,50,19.61643836,0.622,3.14,1,9.7,together,finances,low
1004426,male,34,6,1,0.212765957,0.784,38,18.95890411,0.335,3.03,1,9.3,together,human resources,low
1004427,female,40,6,1,0.212765957,0.944,11,2.739726027,0.66,3.36,1,10.1,married,finances,medium
1004428,male,39,7,1,2.279635258,0.832,35,28.05479452,1.01,2.93,1,8.6,married,finances,low
1004429,male,34,6,2,1.626139818,0.624,51,16.10958904,0.77,3.02,0,8.7,together,human resources,low
1004430,male,31,3,1,0.227963526,0.512,28,12.2739726,0.14,3.25,1,11.4,together,sales,medium
1004431,male,30,6,1,1.390577508,0.816,25,18.19178082,0.339,3.24,1,11.35,together,sales,medium
1004432,male,39,4,1,2.249240122,0.864,32,13.80821918,1.02,3.22,1,9.7,married,accounting,low
1004433,male,27,5,1,0.151975684,0.576,38,12.49315068,0.28,3.58,0,9.4,together,sales,low
1004434,female,37,10,1,0.288753799,1.312,17,15.78082192,0.68,3.2,1,9.5,married,accounting,low
1004435,female,41,6,1,0.425531915,1.744,7,1.753424658,0.614,3.31,1,11.8,married,computer services,medium
1004436,male,31,6,1,1.215805471,0.576,21,13.5890411,0.362,3.06,0,10.8,together,sales,medium
1004437,female,47,5,1,0.288753799,1.328,42,8.109589041,0.451,2.98,1,11.8,married,sales,high
1004438,male,31,4,1,2.294832827,0.832,22,14.90410959,0.86,2.94,0,9.4,together,sales,low
1004439,male,33,6,1,2.021276596,0.896,68,21.36986301,0.82,3.01,0,9.2,together,sales,low
1004440,male,31,8,0,0.699088146,0.704,25,8.547945205,0.31,3.11,0,10.2,together,sales,medium
1004441,male,29,5,1,2.325227964,0.496,64,20.2739726,0.835,3.31,1,9.4,together,human resources,low
1004442,male,31,5,1,0.197568389,0.64,28,9.315068493,-0.016,2.87,0,11.2,together,marketing,medium
1004443,female,50,9,1,0.334346505,1.696,8,3.506849315,0.86,2.89,1,9.6,married,sales,low
1004444,male,33,6,1,1.079027356,0.432,37,13.36986301,0.165,3.15,1,12.6,together,sales,medium
1004445,male,32,4,1,1.200607903,0.672,30,14.24657534,0.456,3.4,0,10.5,together,finances,medium
1004446,male,30,4,1,2.158054711,0.624,47,14.1369863,0.678,3.28,1,10.3,together,finances,medium
1004447,male,38,5,1,1.595744681,0.48,34,11.50684932,0.407,3.11,0,11.8,married,human resources,medium
1004448,male,31,12,0,1.32218845,0.736,81,24.54794521,0.605,3.17,0,9.3,together,computer services,low
1004449,female,39,13,0,0.288753799,1.264,17,4.602739726,0.72,3.31,1,9.6,married,sales,medium
1004450,male,31,5,1,0.585106383,0.672,105,19.61643836,0.189,3.04,1,11.3,together,human resources,high
1004451,male,36,5,1,0.683890578,0.992,20,12.60273973,0.66,3.38,1,9.9,married,sales,medium
1004452,male,37,5,1,1.367781155,0.704,31,20.2739726,0.8,3.34,0,10,married,sales,medium
1004453,male,39,6,1,0.159574468,0.512,4,6.02739726,0.08,2.91,0,11.4,married,finances,low
1004454,male,36,5,1,1.626139818,0.608,59,20.38356164,0.69,3.12,1,9.5,married,accounting,medium
1004455,male,47,18,1,0.243161094,0.896,34,19.83561644,0.68,3.11,0,10,married,sales,low
1004456,male,30,4,1,2.598784195,0.8,44,15.12328767,1.01,3.3,0,8.8,together,sales,low
1004457,male,34,3,1,1.23100304,1.936,32,17.75342466,0.508,3.17,0,10.4,together,marketing,high
1004458,male,28,5,1,0.334346505,0.8,61,16.87671233,0.29,3.08,1,9.8,together,sales,medium
1004459,male,35,3,1,0.136778116,0.576,63,16.10958904,0.126,3.02,0,10.7,together,human resources,medium
1004460,male,32,2,1,1.306990881,0.704,45,11.39726027,0.454,3.2,0,9.9,together,accounting,medium
1004461,male,30,9,1,1.709726444,0.512,31,9.534246575,0.22,3.02,0,12.4,together,sales,medium
1004462,female,26,11,0,0.258358663,0.784,5,1.424657534,0.42,3.72,1,11.4,together,sales,low
1004463,male,41,4,1,0.182370821,0.448,20,10.19178082,0.244,3.2,0,11.5,married,sales,low
1004464,male,31,5,1,1.79331307,0.768,28,12.2739726,0.606,2.87,0,9.7,together,sales,medium
1004465,female,28,6,1,0.273556231,1.376,5,3.506849315,0.464,3.36,0,10.1,together,computer services,low
1004466,male,35,6,1,1.550151976,0.784,57,20.93150685,0.66,3.08,0,9.3,together,computer services,medium
1004467,male,32,6,1,0.516717325,0.368,19,9.534246575,0.02,3.14,1,12.7,together,marketing,medium
1004468,male,36,6,1,1.610942249,0.576,56,16.76712329,0.78,3.13,0,8.9,married,computer services,medium
1004469,male,29,13,1,0.182370821,0.464,29,8.219178082,-0.08,3.33,0,12.8,together,accounting,high
1004470,female,32,16,0,0.455927052,1.632,8,2.520547945,0.65,3.45,1,10.7,together,computer services,low
1004471,female,33,13,0,0.349544073,1.504,5,3.397260274,0.93,3.67,1,9.7,together,sales,low
1004472,male,30,6,1,1.489361702,1.072,61,19.7260274,0.72,3.15,1,9,together,sales,low
1004473,male,39,3,1,0.820668693,0.832,47,16.43835616,0.53,3.24,0,9.8,married,sales,low
1004474,male,31,4,1,1.656534954,0.72,53,16.87671233,0.752,3.52,1,10.4,together,computer services,medium
1004475,female,41,12,1,0.303951368,4.32,23,12.05479452,0.72,3.12,1,9.3,married,sales,low
1004476,male,33,4,1,0.37993921,0.64,41,20.38356164,0.128,3.32,1,12.5,together,accounting,medium
1004477,male,35,5,1,0.258358663,0.608,29,14.1369863,0.312,3.45,1,10.4,together,sales,medium
1004478,female,43,11,1,0.395136778,1.248,28,15.23287671,0.788,3.21,1,9.5,married,finances,low
1004479,female,33,11,1,0.303951368,1.328,13,10.95890411,0.586,3.26,1,9.9,together,sales,low
1004480,male,43,7,1,0.136778116,0.672,15,6.684931507,0.24,2.96,0,10.4,married,marketing,low
1004481,female,38,8,1,0.288753799,1.312,8,2.630136986,0.6,3.24,1,10.6,married,human resources,medium
1004482,female,41,15,0,0.37993921,1.232,15,5.260273973,0.739,3.2,0,9.7,married,accounting,medium
1004483,male,31,6,1,0.425531915,0.4,37,11.7260274,0.159,3.31,1,11.3,together,sales,medium
1004484,female,39,14,0,0.273556231,1.424,10,5.698630137,0.68,3.23,1,9.5,married,accounting,low
1004485,male,32,6,0,1.155015198,0.672,69,24,0.59,3.13,0,8.9,together,sales,low
1004486,male,28,6,1,0.288753799,0.592,16,13.15068493,0.33,3.16,1,10.6,together,finances,low
1004487,male,33,3,1,0.273556231,0.736,14,12.49315068,0.25,3.32,1,11.7,together,sales,medium
1004488,male,44,8,1,0.349544073,0.544,22,15.89041096,0.51,3.06,1,11,married,sales,medium
1004489,female,40,16,1,0.258358663,6.64,12,7.232876712,0.623,3,1,9.2,married,sales,low
1004490,male,,5,1,2.689969605,0.816,33,18.95890411,0.9,3.09,1,10.2,single,sales,low
1004491,female,45,6,1,0.37993921,1.504,28,9.095890411,0.84,3.28,1,9.6,married,human resources,low
1004492,female,24,12,0,0.258358663,0.704,14,9.424657534,0.264,3.56,1,12.9,together,sales,medium
1004493,male,27,6,0,1.200607903,0.704,48,21.5890411,0.512,3.21,0,9.4,together,human resources,low
1004494,female,33,9,1,0.835866261,1.136,28,14.02739726,0.73,3.42,1,10.5,together,computer services,low
1004495,male,34,5,1,0.273556231,0.512,60,17.09589041,0.2,3.11,0,11.1,together,accounting,medium
1004496,male,39,4,1,0.167173252,0.688,20,12.71232877,0.27,3,0,10.2,married,human resources,medium
1004497,male,34,5,1,1.155015198,0.752,52,19.39726027,0.62,3.13,0,8.9,together,finances,medium
1004498,male,38,5,1,0.258358663,0.48,38,11.28767123,0.255,3.22,1,10.4,married,sales,high
1004499,female,33,13,0,0.273556231,1.248,7,1.315068493,0.587,3.34,0,9.5,together,finances,low
1004500,female,33,14,0,0.319148936,1.008,42,5.698630137,0.608,3.42,1,10.2,together,sales,medium
1004501,male,30,,0,0.182370821,0.656,30,12.16438356,0.254,2.99,0,9.4,together,sales,medium
1004502,male,36,6,1,1.185410334,0.496,23,9.863013699,0.44,3.13,1,10.4,married,finances,low
1004503,male,30,4,1,0.607902736,2.976,64,16.43835616,0.45,3.06,0,9.3,together,accounting,low
1004504,male,39,11,1,1.626139818,0.816,46,21.36986301,0.81,3.15,1,10.4,married,sales,low
1004505,male,37,7,1,4.802431611,0.848,35,19.28767123,2.03,3.15,0,8.8,married,marketing,medium
1004506,male,34,4,1,0.957446809,0.864,34,25.31506849,0.64,3.36,1,10,together,sales,medium
1004507,female,47,6,1,0.334346505,1.232,3,1.643835616,0.94,3.2,1,9.6,married,sales,low
1004508,male,34,3,1,2.082066869,0.896,33,18.4109589,0.825,2.9,0,8.7,together,sales,medium
1004509,male,28,6,1,0.714285714,0.48,56,15.34246575,0.042,3.16,0,12.5,together,human resources,high
1004510,male,28,7,1,1.823708207,0.672,61,23.01369863,0.7,3.17,1,9.7,together,sales,medium
1004511,male,29,6,1,1.139817629,0.72,46,22.24657534,0.573,3.26,0,9.2,together,computer services,medium
1004512,male,31,6,1,0.182370821,0.544,17,13.26027397,0.33,3.13,0,9.2,together,human resources,low
1004513,male,26,5,1,0.182370821,0.752,33,13.91780822,0.1,3.34,1,11,together,computer services,medium
1004514,male,27,12,1,0.531914894,0.624,55,16.65753425,0.07,3.44,0,12,together,sales,medium
1004515,female,33,13,0,0.319148936,1.056,8,2.739726027,0.72,3.47,1,9.5,together,sales,medium
1004516,male,33,6,0,1.185410334,0.64,48,20.16438356,0.579,3.16,1,9.4,together,marketing,low
1004517,male,33,3,1,0.607902736,0.544,17,13.91780822,0.34,3.19,0,10.6,together,sales,medium
1004518,male,37,5,1,2.302431611,0.64,38,23.67123288,0.76,2.96,1,10,married,sales,medium
1004519,male,26,6,1,1.261398176,0.688,32,11.50684932,0.266,3.24,0,11.2,together,sales,medium
1004520,male,32,4,1,2.750759878,0.736,32,14.57534247,1,3.27,0,8.8,together,sales,low
1004521,female,28,10,0,0.212765957,0.912,15,2.849315068,0.448,3.36,0,9.5,together,computer services,low
1004522,male,40,4,1,0.106382979,0.64,5,2.739726027,0.18,3.04,0,10.5,married,human resources,low
1004523,male,33,5,1,0.395136778,0.544,62,16.21917808,0.121,3.03,1,11.3,together,finances,medium
1004524,male,31,3,1,1.899696049,0.56,18,17.09589041,0.666,2.88,0,9,together,human resources,medium
1004525,male,29,2,1,0.319148936,0.704,47,16,0.14,3.27,1,11.4,together,sales,medium
1004526,female,33,13,0,0.319148936,1.056,8,2.739726027,0.72,3.47,1,9.5,together,sales,medium
1004527,male,32,8,1,1.124620061,0.32,38,14.57534247,0.212,3.18,0,12,together,marketing,medium
1004528,male,32,6,1,0.94224924,0.4,29,10.4109589,0.071,3.03,0,12.9,together,sales,medium
1004529,male,33,4,1,1.32218845,0.72,37,24.32876712,0.54,3.25,1,10.4,together,finances,medium
1004530,male,31,7,1,2.439209726,0.72,31,16.10958904,0.822,3.08,1,9.2,together,sales,low
1004531,male,28,5,1,0.866261398,0.832,56,16.65753425,0.398,3.16,1,10.5,together,sales,medium
1004532,male,40,10,1,0.623100304,0.416,19,11.06849315,0.18,3.01,0,12.4,married,finances,low
1004533,female,42,6,1,0.273556231,1.072,26,5.04109589,0.67,3.32,1,10.6,married,computer services,medium
1004534,male,27,4,1,0.227963526,0.592,38,10.19178082,0.021,3.36,0,12,together,human resources,medium
1004535,male,31,8,1,1.398176292,0.976,42,23.45205479,0.76,3.31,1,9.4,together,accounting,low
1004536,female,42,12,0,0.288753799,0.928,5,1.095890411,0.77,3.18,1,10.4,married,computer services,medium
1004537,male,38,6,1,0.151975684,0.704,29,12.93150685,0.28,3.24,0,10.9,married,sales,low
1004538,male,24,6,0,0.265957447,0.576,17,8,0,3.4,1,12.33333333,together,marketing,low
1004539,male,31,4,1,0.167173252,0.704,38,10.95890411,0.04,3.22,1,11.2,together,sales,medium
1004540,female,42,16,1,0.334346505,1.264,12,5.260273973,0.76,3.18,1,9.6,married,accounting,low
1004541,male,39,4,1,2.598784195,0.784,62,23.34246575,1.06,3.01,1,9.3,married,computer services,medium
1004542,female,32,10,0,0.319148936,1.184,9,2.739726027,0.58,3.33,1,9.5,together,computer services,medium
1004543,male,36,6,1,0.364741641,0.592,18,11.06849315,0.12,3.21,1,11.7,married,marketing,medium
1004544,male,27,4,1,0.273556231,0.528,45,15.56164384,-0.016,3.35,1,12.7,together,human resources,medium
1004545,male,31,8,1,0.440729483,0.56,15,11.06849315,-0.084,3.04,0,12.5,together,sales,medium
1004546,male,36,6,1,0.349544073,0.64,28,12.49315068,0.11,3.2,1,12.8,married,sales,medium
1004547,male,32,3,1,0.303951368,0.64,38,12.16438356,0,3.24,0,12.9,together,sales,medium
1004548,male,35,4,1,0.197568389,0.496,8,10.63013699,0.18,3.06,1,11.1,together,sales,low
1004549,male,34,5,1,0.288753799,0.656,51,18.08219178,0.08,3.26,0,12.2,together,sales,high
1004550,male,30,7,1,1.352583587,0.88,52,17.97260274,0.488,3.1,0,9.6,together,sales,low
1004551,male,24,7,0,2.051671733,0.656,37,15.56164384,0.7,3.46,0,9.9,together,marketing,medium
1004552,male,30,4,1,0.167173252,0.944,33,11.06849315,0.27,3.12,0,9.7,together,sales,medium
1004553,male,34,5,1,0.182370821,0.592,37,10.63013699,0.26,3.19,1,10.1,together,sales,medium
1004554,female,37,8,0,0.273556231,1.248,12,5.369863014,0.625,3.37,1,9.9,married,human resources,medium
1004555,male,38,6,1,1.382978723,0.576,28,12.93150685,0.53,2.96,0,10.9,married,accounting,medium
1004556,male,38,5,1,0.197568389,0.72,26,10.95890411,0.066,2.98,0,12.4,married,human resources,medium
1004557,male,30,3,1,0.410334347,0.592,18,9.753424658,0.24,3.4,1,11.5,together,sales,medium
1004558,male,29,3,1,0.638297872,0.64,37,12.82191781,0.182,3.24,0,11.3,together,accounting,medium
1004559,female,41,5,1,0.319148936,1.52,20,3.178082192,0.488,3.26,1,11.3,married,sales,medium
1004560,female,42,12,1,0.425531915,1.2,9,11.39726027,0.779,3.23,1,9.7,married,sales,low
1004561,female,36,11,0,0.349544073,1.04,34,4.931506849,0.417,3.46,1,12.7,married,finances,high
1004562,male,34,6,1,1.808510638,0.512,13,10.08219178,0.629,3.01,0,10.8,together,accounting,low
1004563,female,32,10,1,0.303951368,1.216,29,6.684931507,0.53,3.34,1,10.4,together,marketing,low
1004564,male,37,3,1,0.243161094,0.848,47,16.43835616,0.48,3.29,1,9.6,married,sales,medium
1004565,male,29,6,1,1.565349544,0.48,26,11.83561644,0.388,3.2,0,10.7,together,sales,medium
1004566,female,47,13,1,0.775075988,1.76,11,7.123287671,1.26,3.32,1,10.4,married,sales,medium
1004567,male,37,7,1,1.519756839,0.56,22,11.83561644,0.457,3.12,0,11.6,married,computer services,medium
1004568,female,33,9,1,0.243161094,1.424,14,4.054794521,0.615,3.34,1,9.2,together,sales,medium
1004569,male,31,9,1,1.352583587,0.688,31,18.84931507,0.64,3.22,1,9.2,together,finances,low
1004570,male,33,11,0,0.151975684,0.576,39,11.7260274,0.3,3.2,0,9,together,sales,low
1004571,male,34,4,1,0.349544073,0.768,24,9.534246575,0.044,2.94,0,12,together,accounting,medium
1004572,male,34,5,1,2.006079027,1.072,53,19.50684932,0.76,3.01,0,9,together,sales,medium
1004573,female,31,16,0,0.410334347,1.152,17,3.726027397,0.55,3.58,1,12.3,together,sales,medium
1004574,male,20,11,0,0.775075988,0.608,52,10.63013699,0.022,3.41,0,12.2,single,sales,medium
1004575,female,33,11,,0.319148936,1.264,39,6.02739726,0.56,3.39,1,11.4,together,finances,medium
1004576,male,28,6,1,1.109422492,2.784,46,17.42465753,0.519,3.18,0,9.4,together,accounting,low
1004577,female,35,8,1,0.410334347,1.072,7,2.739726027,0.628,3.24,0,10.4,together,human resources,low
1004578,female,37,12,0,0.303951368,1.92,3,0.767123288,0.454,3.22,1,11.2,married,finances,medium
1004579,male,30,4,1,0.212765957,0.736,26,7.232876712,0.199,3.43,0,11.1,together,accounting,medium
1004580,male,30,4,1,0.243161094,0.784,36,13.91780822,0.34,3.6,1,10.4,together,computer services,medium
1004581,male,27,4,0,0.212765957,0.672,44,10.84931507,-0.088,3.23,0,12.2,together,sales,medium
1004582,female,43,7,1,0.227963526,0.912,19,4.054794521,0.498,3.18,1,11.1,married,marketing,medium
1004583,male,36,4,1,0.759878419,0.256,31,11.06849315,0.186,2.99,0,11,married,sales,medium
1004584,male,29,5,1,0.957446809,0.768,47,17.42465753,0.282,3.21,1,11,together,sales,medium
1004585,male,28,3,1,0.866261398,0.608,56,20.76712329,0.48,3.59,0,10.6,together,computer services,medium
1004586,male,34,3,1,0.227963526,0.576,29,11.83561644,0.342,3.27,1,10.2,together,marketing,medium
1004587,female,46,11,1,0.349544073,1.136,16,4.383561644,0.91,3.39,1,9.4,married,human resources,low
1004588,female,30,8,1,0.243161094,1.056,5,1.315068493,0.58,3.34,1,9.2,together,human resources,low
1004589,male,33,4,1,0.668693009,0.736,57,18.19178082,0.43,3.13,1,11.2,together,accounting,medium
